Week,Department,Open_Cases,Moving_Avg_4W
2024-03-24 03:00:00,השרות המשפטי,3,3.25
2024-03-24 03:00:00,המחלקה לשירותי קהל,5,5.0
2024-03-24 03:00:00,"מח"" גביה חיצונית וחש",4,2.75
2024-03-24 03:00:00,מרכז בית פאני קפלן,2,2.0
2024-03-24 03:00:00,"מוסדות-בתי""ס מיוחדים",2,1.75
2024-03-24 03:00:00,המחלקה לאזרחים ותיקי,1,1.0
2024-03-24 03:00:00,המטה לבטיחות בדרכים,2,2.0
2024-03-24 03:00:00,תכנון משאבי אנוש,2,2.0
2024-03-24 03:00:00,"סמנכ""ל טכנולוגיות",0,0.0
2024-03-24 03:00:00,מרכז בית קהילות,0,0.0
2024-03-24 03:00:00,מחלקת אכיפת עבירות בניה,1,1.0
2024-03-24 03:00:00,מחלקת קהילה ומשאבי התנדבות,2,2.0
2024-03-24 03:00:00,המחלקה לספריות,6,5.0
2024-03-24 03:00:00,העצמה חינוכית וטיפול בפרט,11,11.0
2024-03-24 03:00:00,מרכז ימי____________,0,0.0
2024-03-24 03:00:00,"מח"" אכיפת גביה מעסקי",7,7.0
2024-03-24 03:00:00,"מוסדות-בת""יס יסודיים",3,3.0
2024-03-24 03:00:00,לשכת ראש מינהל הכספים,1,1.0
2024-03-24 03:00:00,המחלקה לנוער,3,3.0
2024-03-24 03:00:00,אגף ארגון ומינהל,0,0.0
2024-03-24 03:00:00,אכיפה עירונית,3,3.0
2024-03-24 03:00:00,תיכון עירוני ק. חיים,1,1.0
2024-03-24 03:00:00,"מרכז מחקר כלכלי חברתי, כותרת חדשה",0,0.0
2024-03-24 03:00:00,מרכז בית אבא חושי,1,1.0
2024-03-24 03:00:00,אזור מערב חיפה,0,0.0
2024-03-24 03:00:00,מרכז רישום ומידע,2,2.0
2024-03-24 03:00:00,המחלקה לתקשוב בחינוך,0,0.0
2024-03-24 03:00:00,מרכז קהילתי ק. שמואל,1,1.0
2024-03-24 03:00:00,המחלקה לכח אדם,1,1.0
2024-03-24 03:00:00,המחלקה לרכש ואספקה,4,4.0
2024-03-24 03:00:00,המחלקה לתכנון ארוך ט,0,0.0
2024-03-24 03:00:00,"מח"" אכיפת גביה ממגור",2,2.0
2024-03-24 03:00:00,"מוסדות-חט"" עמלניות",0,0.0
2024-03-24 03:00:00,המשק העירוני,0,0.0
2024-03-24 03:00:00,אזור כרמל,1,1.0
2024-03-24 03:00:00,אגף בטחון ושרותי חרו,2,2.0
2024-03-24 03:00:00,אגף לחיובי ארנונה,1,1.0
2024-03-24 03:00:00,"המח"" לתכנון עיר",0,0.0
2024-03-24 03:00:00,רשות צעירים,2,2.0
2024-03-24 03:00:00,מרכז בית היינה,1,1.0
2024-03-24 03:00:00,"תיכון עירוני ג""",1,0.5
2024-03-24 03:00:00,"תיכון עירוני ה""",2,2.0
2024-03-24 03:00:00,"בי""ס בסמ""ת",0,0.0
2024-03-24 03:00:00,אזור ק. חיים,2,2.0
2024-03-24 03:00:00,הנהלת אגף תרבות,0,0.0
2024-03-24 03:00:00,מרכז בית נגלר,1,0.25
2024-03-24 03:00:00,"מח"" חשבונות מורכבים",2,2.0
2024-03-24 03:00:00,מזכירות המועצה והועד,1,1.0
2024-03-24 03:00:00,אגף לארגון ושיטות,1,1.0
2024-03-24 03:00:00,מבנים מסוכנים,1,1.0
2024-03-24 03:00:00,המחלקה להדרכה ופיתוח ארגוני,0,0.0
2024-03-24 03:00:00,שרות פסיכולוגי,1,1.0
2024-03-24 03:00:00,בית המרחץ העירוני,3,3.0
2024-03-24 03:00:00,המחלקה לתשלומים,0,0.0
2024-03-24 03:00:00,ק. אליעזר ובת גלים,1,1.0
2024-03-24 03:00:00,אגף דוברות והסברה,1,1.0
2024-03-24 03:00:00,"המח"" ליעודי קרקע",1,1.0
2024-03-24 03:00:00,חשבים מינהליים ואגפיים,0,0.0
2024-03-24 03:00:00,"לשכת המנכ""ל",0,0.0
2024-03-24 03:00:00,מחלקה לאיכות סביבה וקיימות,2,2.0
2024-03-24 03:00:00,מערכת קהילתית  חינוך משלים,1,1.0
2024-03-24 03:00:00,המחלקה לתברואה ותחזוקת שירותים ציבוריים,0,0.0
2024-03-24 03:00:00,מוקד עירוני ומרכזיית העירייה,2,2.0
2024-03-24 03:00:00,"מח"" ניהול פסולת ומיח",0,0.0
2024-03-24 03:00:00,"מחלקת תאורה, חשמל ואנרגיה",2,1.25
2024-03-24 03:00:00,תיכון עירוני אלמותנב,1,1.0
2024-03-24 03:00:00,"בי""ס תיכון לאמנויות",0,0.0
2024-03-24 03:00:00,"המח"" לצרכנות ומדי מי",0,0.0
2024-03-24 03:00:00,"בי""ס אלמותנבי",1,1.0
2024-03-24 03:00:00,המחלקה לבקרת גביה,0,0.0
2024-03-24 03:00:00,המחלקה לתכנון נוף ושינוי,1,1.0
2024-03-24 03:00:00,הנהלה,2,2.0
2024-03-24 03:00:00,הנהלת מינהל ההנדסה,2,2.0
2024-03-24 03:00:00,אגף שרות ופניות ציבו,0,0.0
2024-03-24 03:00:00,השירות הוטרינרי,0,0.0
2024-03-24 03:00:00,מח' חשבונות ותקציבים,2,2.0
2024-03-24 03:00:00,"תיכון עירוני ""חוגים""",0,0.0
2024-03-24 03:00:00,"בי""ס לתיירות ומלונאות",0,0.0
2024-03-24 03:00:00,הנהלת חברה וקהילה,0,0.0
2024-03-24 03:00:00,המחלקה לשילוט,0,0.0
2024-03-24 03:00:00,"המח"" לשירותי פרט",1,1.0
2024-03-24 03:00:00,"מוסדות-חט""ב ק.חיים)פ",0,0.0
2024-03-24 03:00:00,"סמנכ""ל משאבי אנוש וא",1,1.0
2024-03-24 03:00:00,מח.סליקה והתאמת בנקי,1,0.25
2024-03-24 03:00:00,"מח"" ח. יסודי וח. מיו",0,0.0
2024-03-24 03:00:00,המח' להתחדשות עירונית,0,0.0
2024-03-24 03:00:00,מבקר העירייה,0,0.0
2024-03-24 03:00:00,המחלקה לשימור מבנים,0,0.0
2024-03-24 03:00:00,"בימ""ש לעניינים מקומיים",0,0.0
2024-03-24 03:00:00,עירונית ק. חיים ושמואל,1,1.0
2024-03-24 03:00:00,מערכת איכות סביבה,0,0.0
2024-03-24 03:00:00,הנהלת המינהל,0,0.0
2024-03-24 03:00:00,אגף חברה וקהילה,3,3.0
2024-03-24 03:00:00,המחלקה לארגון,0,0.0
2024-03-24 03:00:00,"תיכון עירוני ""יבנה""",0,0.0
2024-03-24 03:00:00,מרכז יודפת,0,0.0
2024-03-24 03:00:00,אגף הרווחה,1,1.0
2024-03-24 03:00:00,חוות קרית ביאליק____,0,0.0
2024-03-24 03:00:00,מרכז קהילתי שפרינצק,1,1.0
2024-03-24 03:00:00,אגף התקציבים,0,0.0
2024-03-24 03:00:00,מזכירות כללית,0,0.0
2024-03-24 03:00:00,מוסדות-מרכז תמיכה יש,0,0.0
2024-03-24 03:00:00,"מח' תקינה ומכרזי כ""א",0,0.0
2024-03-24 03:00:00,טקסים ואירועים רשמיי,1,1.0
2024-03-24 03:00:00,בית מילר,0,0.0
2024-03-24 03:00:00,המחלקה למשק,0,0.0
2024-03-24 03:00:00,מ. תנופה לחינוך במגז,1,1.0
2024-03-24 03:00:00,מרכז בית היינה ובית צ'ארנה,0,0.0
2024-03-24 03:00:00,אגף רישוי וקידום עסקים,0,0.0
2024-03-24 03:00:00,מח' קידום ומעקב,1,1.0
2024-03-24 03:00:00,מוסדות-אילנשיל אופקי,0,0.0
2024-03-24 03:00:00,"בי""ס חויאר",1,1.0
2024-03-24 03:00:00,"בי""ס תיכון אלכרמה",0,0.0
2024-03-24 03:00:00,אגף רישוי עסקים,1,1.0
2024-03-24 03:00:00,מקצועי ק. חיים,0,0.0
2024-03-24 03:00:00,ארגוני העובדים,0,0.0
2024-03-24 03:00:00,ממונה ניכויי שכר וקופות גמל,0,0.0
2024-03-31 03:00:00,"מוסדות-חט""ב",4,3.5
2024-03-31 03:00:00,המח. לשירותי נקיון,4,4.0
2024-03-31 03:00:00,אגף רישוי בניה,5,5.0
2024-03-31 03:00:00,אגף ניהול בקרת תנועה וטכנולוגיות,3,3.0
2024-03-31 03:00:00,אזור הדר,0,0.0
2024-03-31 03:00:00,לשכת ראש מערכת חינוך,0,0.0
2024-03-31 03:00:00,המחלקה לשיקום,2,2.0
2024-03-31 03:00:00,אגף החינוך- מוסדות חינוך,0,0.0
2024-03-31 03:00:00,המחלקה לתובלה,4,4.75
2024-03-31 03:00:00,מחלקת פיקוח היתרי בניה,3,3.0
2024-03-31 03:00:00,"תיכון עירוני ב"")ישיב",2,2.0
2024-03-31 03:00:00,בית משפט לעניינים מקומיים,2,1.25
2024-03-31 03:00:00,אזור מזרח חיפה,1,1.0
2024-03-31 03:00:00,חופי רחצה עירוניים,2,1.75
2024-03-31 03:00:00,המחלקה לתכנון תנועה,2,2.0
2024-03-31 03:00:00,המחלקה למשפחה,5,5.0
2024-03-31 03:00:00,הנהלת האגף,3,3.0
2024-03-31 03:00:00,רשות הספורט,9,9.0
2024-03-31 03:00:00,לשכת ראש העיר,0,0.0
2024-03-31 03:00:00,"מח"" נוער צעירים וש.ת",5,5.0
2024-03-31 03:00:00,"מח"" לחינוך קדם יסודי",3,3.0
2024-03-31 03:00:00,מוסדות-ניהול עצמי,14,13.5
2024-03-31 03:00:00,"המח"" לתיכנון דרכים",1,1.0
2024-03-31 03:00:00,תיכון עירוני אליאנס,2,2.0
2024-03-31 03:00:00,המחלקה לפניות הציבור,1,1.0
2024-03-31 03:00:00,מכון ביולוגי________,0,0.0
2024-03-31 03:00:00,הנהלת אגף החשבות,0,0.0
2024-03-31 03:00:00,"תיכון עירוני א""",2,2.0
2024-03-31 03:00:00,"מח"" אכיפת גביה חניה",1,1.0
2024-03-31 03:00:00,המחלקה לחיובים,6,6.0
2024-03-31 03:00:00,המח. לאחזקה ושפור דר,1,1.0
2024-03-31 03:00:00,המחלקה לגנים ונוף,0,0.0
2024-03-31 03:00:00,טכנולוגיות ומערכות מידע,1,1.0
2024-03-31 03:00:00,המחלקה לניקוז ומזרקו,1,1.0
2024-03-31 03:00:00,המחלקה למידע תכנון עיר,1,1.0
2024-03-31 03:00:00,השרות המשפטי,3,3.0
2024-03-31 03:00:00,המחלקה לשירותי קהל,5,5.0
2024-03-31 03:00:00,"מח"" גביה חיצונית וחש",4,3.25
2024-03-31 03:00:00,מרכז בית פאני קפלן,2,2.0
2024-03-31 03:00:00,"מוסדות-בתי""ס מיוחדים",2,2.0
2024-03-31 03:00:00,המחלקה לאזרחים ותיקי,1,1.0
2024-03-31 03:00:00,המטה לבטיחות בדרכים,2,2.0
2024-03-31 03:00:00,תכנון משאבי אנוש,2,2.0
2024-03-31 03:00:00,"סמנכ""ל טכנולוגיות",0,0.0
2024-03-31 03:00:00,מרכז בית קהילות,0,0.0
2024-03-31 03:00:00,מחלקת אכיפת עבירות בניה,1,1.0
2024-03-31 03:00:00,מחלקת קהילה ומשאבי התנדבות,2,2.0
2024-03-31 03:00:00,המחלקה לספריות,6,5.5
2024-03-31 03:00:00,העצמה חינוכית וטיפול בפרט,11,11.0
2024-03-31 03:00:00,מרכז ימי____________,0,0.0
2024-03-31 03:00:00,"מח"" אכיפת גביה מעסקי",7,7.0
2024-03-31 03:00:00,"מוסדות-בת""יס יסודיים",3,3.0
2024-03-31 03:00:00,לשכת ראש מינהל הכספים,1,1.0
2024-03-31 03:00:00,המחלקה לנוער,4,3.25
2024-03-31 03:00:00,אגף ארגון ומינהל,0,0.0
2024-03-31 03:00:00,אכיפה עירונית,3,3.0
2024-03-31 03:00:00,תיכון עירוני ק. חיים,1,1.0
2024-03-31 03:00:00,"מרכז מחקר כלכלי חברתי, כותרת חדשה",0,0.0
2024-03-31 03:00:00,מרכז בית אבא חושי,1,1.0
2024-03-31 03:00:00,אזור מערב חיפה,0,0.0
2024-03-31 03:00:00,מרכז רישום ומידע,2,2.0
2024-03-31 03:00:00,המחלקה לתקשוב בחינוך,0,0.0
2024-03-31 03:00:00,מרכז קהילתי ק. שמואל,1,1.0
2024-03-31 03:00:00,המחלקה לכח אדם,1,1.0
2024-03-31 03:00:00,המחלקה לרכש ואספקה,4,4.0
2024-03-31 03:00:00,המחלקה לתכנון ארוך ט,0,0.0
2024-03-31 03:00:00,"מח"" אכיפת גביה ממגור",2,2.0
2024-03-31 03:00:00,"מוסדות-חט"" עמלניות",0,0.0
2024-03-31 03:00:00,המשק העירוני,0,0.0
2024-03-31 03:00:00,אזור כרמל,1,1.0
2024-03-31 03:00:00,אגף בטחון ושרותי חרו,2,2.0
2024-03-31 03:00:00,אגף לחיובי ארנונה,1,1.0
2024-03-31 03:00:00,"המח"" לתכנון עיר",0,0.0
2024-03-31 03:00:00,רשות צעירים,2,2.0
2024-03-31 03:00:00,מרכז בית היינה,1,1.0
2024-03-31 03:00:00,"תיכון עירוני ג""",1,0.75
2024-03-31 03:00:00,"תיכון עירוני ה""",2,2.0
2024-03-31 03:00:00,"בי""ס בסמ""ת",0,0.0
2024-03-31 03:00:00,אזור ק. חיים,2,2.0
2024-03-31 03:00:00,הנהלת אגף תרבות,0,0.0
2024-03-31 03:00:00,מרכז בית נגלר,2,0.75
2024-03-31 03:00:00,"מח"" חשבונות מורכבים",2,2.0
2024-03-31 03:00:00,מזכירות המועצה והועד,1,1.0
2024-03-31 03:00:00,אגף לארגון ושיטות,1,1.0
2024-03-31 03:00:00,מבנים מסוכנים,1,1.0
2024-03-31 03:00:00,המחלקה להדרכה ופיתוח ארגוני,0,0.0
2024-03-31 03:00:00,שרות פסיכולוגי,1,1.0
2024-03-31 03:00:00,בית המרחץ העירוני,3,3.0
2024-03-31 03:00:00,המחלקה לתשלומים,0,0.0
2024-03-31 03:00:00,ק. אליעזר ובת גלים,1,1.0
2024-03-31 03:00:00,אגף דוברות והסברה,1,1.0
2024-03-31 03:00:00,"המח"" ליעודי קרקע",1,1.0
2024-03-31 03:00:00,חשבים מינהליים ואגפיים,0,0.0
2024-03-31 03:00:00,"לשכת המנכ""ל",0,0.0
2024-03-31 03:00:00,מחלקה לאיכות סביבה וקיימות,2,2.0
2024-03-31 03:00:00,מערכת קהילתית  חינוך משלים,1,1.0
2024-03-31 03:00:00,המחלקה לתברואה ותחזוקת שירותים ציבוריים,0,0.0
2024-03-31 03:00:00,מוקד עירוני ומרכזיית העירייה,2,2.0
2024-03-31 03:00:00,"מח"" ניהול פסולת ומיח",0,0.0
2024-03-31 03:00:00,"מחלקת תאורה, חשמל ואנרגיה",2,1.5
2024-03-31 03:00:00,תיכון עירוני אלמותנב,1,1.0
2024-03-31 03:00:00,"בי""ס תיכון לאמנויות",1,0.25
2024-03-31 03:00:00,"המח"" לצרכנות ומדי מי",0,0.0
2024-03-31 03:00:00,"בי""ס אלמותנבי",1,1.0
2024-03-31 03:00:00,המחלקה לבקרת גביה,0,0.0
2024-03-31 03:00:00,המחלקה לתכנון נוף ושינוי,1,1.0
2024-03-31 03:00:00,הנהלה,2,2.0
2024-03-31 03:00:00,הנהלת מינהל ההנדסה,2,2.0
2024-03-31 03:00:00,אגף שרות ופניות ציבו,0,0.0
2024-03-31 03:00:00,השירות הוטרינרי,0,0.0
2024-03-31 03:00:00,מח' חשבונות ותקציבים,2,2.0
2024-03-31 03:00:00,"תיכון עירוני ""חוגים""",0,0.0
2024-03-31 03:00:00,"בי""ס לתיירות ומלונאות",0,0.0
2024-03-31 03:00:00,הנהלת חברה וקהילה,0,0.0
2024-03-31 03:00:00,המחלקה לשילוט,0,0.0
2024-03-31 03:00:00,"המח"" לשירותי פרט",1,1.0
2024-03-31 03:00:00,"מוסדות-חט""ב ק.חיים)פ",0,0.0
2024-03-31 03:00:00,"סמנכ""ל משאבי אנוש וא",1,1.0
2024-03-31 03:00:00,מח.סליקה והתאמת בנקי,1,0.5
2024-03-31 03:00:00,"מח"" ח. יסודי וח. מיו",0,0.0
2024-03-31 03:00:00,המח' להתחדשות עירונית,0,0.0
2024-03-31 03:00:00,מבקר העירייה,0,0.0
2024-03-31 03:00:00,המחלקה לשימור מבנים,0,0.0
2024-03-31 03:00:00,"בימ""ש לעניינים מקומיים",0,0.0
2024-03-31 03:00:00,עירונית ק. חיים ושמואל,1,1.0
2024-03-31 03:00:00,מערכת איכות סביבה,0,0.0
2024-03-31 03:00:00,הנהלת המינהל,0,0.0
2024-03-31 03:00:00,אגף חברה וקהילה,3,3.0
2024-03-31 03:00:00,המחלקה לארגון,0,0.0
2024-03-31 03:00:00,"תיכון עירוני ""יבנה""",0,0.0
2024-03-31 03:00:00,מרכז יודפת,0,0.0
2024-03-31 03:00:00,אגף הרווחה,1,1.0
2024-03-31 03:00:00,חוות קרית ביאליק____,0,0.0
2024-03-31 03:00:00,מרכז קהילתי שפרינצק,1,1.0
2024-03-31 03:00:00,אגף התקציבים,0,0.0
2024-03-31 03:00:00,מזכירות כללית,0,0.0
2024-03-31 03:00:00,מוסדות-מרכז תמיכה יש,0,0.0
2024-03-31 03:00:00,"מח' תקינה ומכרזי כ""א",0,0.0
2024-03-31 03:00:00,טקסים ואירועים רשמיי,1,1.0
2024-03-31 03:00:00,בית מילר,0,0.0
2024-03-31 03:00:00,המחלקה למשק,0,0.0
2024-03-31 03:00:00,מ. תנופה לחינוך במגז,1,1.0
2024-03-31 03:00:00,מרכז בית היינה ובית צ'ארנה,0,0.0
2024-03-31 03:00:00,אגף רישוי וקידום עסקים,0,0.0
2024-03-31 03:00:00,מח' קידום ומעקב,1,1.0
2024-03-31 03:00:00,מוסדות-אילנשיל אופקי,0,0.0
2024-03-31 03:00:00,"בי""ס חויאר",1,1.0
2024-03-31 03:00:00,"בי""ס תיכון אלכרמה",0,0.0
2024-03-31 03:00:00,אגף רישוי עסקים,1,1.0
2024-03-31 03:00:00,מקצועי ק. חיים,0,0.0
2024-03-31 03:00:00,ארגוני העובדים,0,0.0
2024-03-31 03:00:00,ממונה ניכויי שכר וקופות גמל,0,0.0
2024-04-07 03:00:00,"מוסדות-חט""ב",4,3.75
2024-04-07 03:00:00,המח. לשירותי נקיון,4,4.0
2024-04-07 03:00:00,אגף רישוי בניה,5,5.0
2024-04-07 03:00:00,אגף ניהול בקרת תנועה וטכנולוגיות,3,3.0
2024-04-07 03:00:00,אזור הדר,0,0.0
2024-04-07 03:00:00,לשכת ראש מערכת חינוך,0,0.0
2024-04-07 03:00:00,המחלקה לשיקום,2,2.0
2024-04-07 03:00:00,אגף החינוך- מוסדות חינוך,0,0.0
2024-04-07 03:00:00,המחלקה לתובלה,4,4.5
2024-04-07 03:00:00,מחלקת פיקוח היתרי בניה,3,3.0
2024-04-07 03:00:00,"תיכון עירוני ב"")ישיב",2,2.0
2024-04-07 03:00:00,בית משפט לעניינים מקומיים,2,1.75
2024-04-07 03:00:00,אזור מזרח חיפה,1,1.0
2024-04-07 03:00:00,חופי רחצה עירוניים,2,2.0
2024-04-07 03:00:00,המחלקה לתכנון תנועה,2,2.0
2024-04-07 03:00:00,המחלקה למשפחה,5,5.0
2024-04-07 03:00:00,הנהלת האגף,3,3.0
2024-04-07 03:00:00,רשות הספורט,9,9.0
2024-04-07 03:00:00,לשכת ראש העיר,0,0.0
2024-04-07 03:00:00,"מח"" נוער צעירים וש.ת",4,4.75
2024-04-07 03:00:00,"מח"" לחינוך קדם יסודי",3,3.0
2024-04-07 03:00:00,מוסדות-ניהול עצמי,14,14.0
2024-04-07 03:00:00,"המח"" לתיכנון דרכים",2,1.25
2024-04-07 03:00:00,תיכון עירוני אליאנס,3,2.25
2024-04-07 03:00:00,המחלקה לפניות הציבור,1,1.0
2024-04-07 03:00:00,מכון ביולוגי________,0,0.0
2024-04-07 03:00:00,הנהלת אגף החשבות,0,0.0
2024-04-07 03:00:00,"תיכון עירוני א""",2,2.0
2024-04-07 03:00:00,"מח"" אכיפת גביה חניה",1,1.0
2024-04-07 03:00:00,המחלקה לחיובים,6,6.0
2024-04-07 03:00:00,המח. לאחזקה ושפור דר,1,1.0
2024-04-07 03:00:00,המחלקה לגנים ונוף,1,0.25
2024-04-07 03:00:00,טכנולוגיות ומערכות מידע,1,1.0
2024-04-07 03:00:00,המחלקה לניקוז ומזרקו,1,1.0
2024-04-07 03:00:00,המחלקה למידע תכנון עיר,1,1.0
2024-04-07 03:00:00,השרות המשפטי,3,3.0
2024-04-07 03:00:00,המחלקה לשירותי קהל,5,5.0
2024-04-07 03:00:00,"מח"" גביה חיצונית וחש",5,4.0
2024-04-07 03:00:00,מרכז בית פאני קפלן,2,2.0
2024-04-07 03:00:00,"מוסדות-בתי""ס מיוחדים",2,2.0
2024-04-07 03:00:00,המחלקה לאזרחים ותיקי,1,1.0
2024-04-07 03:00:00,המטה לבטיחות בדרכים,2,2.0
2024-04-07 03:00:00,תכנון משאבי אנוש,2,2.0
2024-04-07 03:00:00,"סמנכ""ל טכנולוגיות",0,0.0
2024-04-07 03:00:00,מרכז בית קהילות,0,0.0
2024-04-07 03:00:00,מחלקת אכיפת עבירות בניה,1,1.0
2024-04-07 03:00:00,מחלקת קהילה ומשאבי התנדבות,2,2.0
2024-04-07 03:00:00,המחלקה לספריות,6,6.0
2024-04-07 03:00:00,העצמה חינוכית וטיפול בפרט,11,11.0
2024-04-07 03:00:00,מרכז ימי____________,0,0.0
2024-04-07 03:00:00,"מח"" אכיפת גביה מעסקי",7,7.0
2024-04-07 03:00:00,"מוסדות-בת""יס יסודיים",3,3.0
2024-04-07 03:00:00,לשכת ראש מינהל הכספים,1,1.0
2024-04-07 03:00:00,המחלקה לנוער,5,3.75
2024-04-07 03:00:00,אגף ארגון ומינהל,0,0.0
2024-04-07 03:00:00,אכיפה עירונית,3,3.0
2024-04-07 03:00:00,תיכון עירוני ק. חיים,1,1.0
2024-04-07 03:00:00,"מרכז מחקר כלכלי חברתי, כותרת חדשה",0,0.0
2024-04-07 03:00:00,מרכז בית אבא חושי,1,1.0
2024-04-07 03:00:00,אזור מערב חיפה,0,0.0
2024-04-07 03:00:00,מרכז רישום ומידע,2,2.0
2024-04-07 03:00:00,המחלקה לתקשוב בחינוך,0,0.0
2024-04-07 03:00:00,מרכז קהילתי ק. שמואל,1,1.0
2024-04-07 03:00:00,המחלקה לכח אדם,1,1.0
2024-04-07 03:00:00,המחלקה לרכש ואספקה,4,4.0
2024-04-07 03:00:00,המחלקה לתכנון ארוך ט,0,0.0
2024-04-07 03:00:00,"מח"" אכיפת גביה ממגור",2,2.0
2024-04-07 03:00:00,"מוסדות-חט"" עמלניות",0,0.0
2024-04-07 03:00:00,המשק העירוני,0,0.0
2024-04-07 03:00:00,אזור כרמל,1,1.0
2024-04-07 03:00:00,אגף בטחון ושרותי חרו,2,2.0
2024-04-07 03:00:00,אגף לחיובי ארנונה,1,1.0
2024-04-07 03:00:00,"המח"" לתכנון עיר",0,0.0
2024-04-07 03:00:00,רשות צעירים,2,2.0
2024-04-07 03:00:00,מרכז בית היינה,1,1.0
2024-04-07 03:00:00,"תיכון עירוני ג""",1,1.0
2024-04-07 03:00:00,"תיכון עירוני ה""",2,2.0
2024-04-07 03:00:00,"בי""ס בסמ""ת",0,0.0
2024-04-07 03:00:00,אזור ק. חיים,2,2.0
2024-04-07 03:00:00,הנהלת אגף תרבות,0,0.0
2024-04-07 03:00:00,מרכז בית נגלר,2,1.25
2024-04-07 03:00:00,"מח"" חשבונות מורכבים",3,2.25
2024-04-07 03:00:00,מזכירות המועצה והועד,1,1.0
2024-04-07 03:00:00,אגף לארגון ושיטות,1,1.0
2024-04-07 03:00:00,מבנים מסוכנים,1,1.0
2024-04-07 03:00:00,המחלקה להדרכה ופיתוח ארגוני,0,0.0
2024-04-07 03:00:00,שרות פסיכולוגי,1,1.0
2024-04-07 03:00:00,בית המרחץ העירוני,3,3.0
2024-04-07 03:00:00,המחלקה לתשלומים,0,0.0
2024-04-07 03:00:00,ק. אליעזר ובת גלים,1,1.0
2024-04-07 03:00:00,אגף דוברות והסברה,1,1.0
2024-04-07 03:00:00,"המח"" ליעודי קרקע",1,1.0
2024-04-07 03:00:00,חשבים מינהליים ואגפיים,0,0.0
2024-04-07 03:00:00,"לשכת המנכ""ל",0,0.0
2024-04-07 03:00:00,מחלקה לאיכות סביבה וקיימות,2,2.0
2024-04-07 03:00:00,מערכת קהילתית  חינוך משלים,1,1.0
2024-04-07 03:00:00,המחלקה לתברואה ותחזוקת שירותים ציבוריים,0,0.0
2024-04-07 03:00:00,מוקד עירוני ומרכזיית העירייה,2,2.0
2024-04-07 03:00:00,"מח"" ניהול פסולת ומיח",0,0.0
2024-04-07 03:00:00,"מחלקת תאורה, חשמל ואנרגיה",2,1.75
2024-04-07 03:00:00,תיכון עירוני אלמותנב,1,1.0
2024-04-07 03:00:00,"בי""ס תיכון לאמנויות",1,0.5
2024-04-07 03:00:00,"המח"" לצרכנות ומדי מי",0,0.0
2024-04-07 03:00:00,"בי""ס אלמותנבי",1,1.0
2024-04-07 03:00:00,המחלקה לבקרת גביה,0,0.0
2024-04-07 03:00:00,המחלקה לתכנון נוף ושינוי,1,1.0
2024-04-07 03:00:00,הנהלה,2,2.0
2024-04-07 03:00:00,הנהלת מינהל ההנדסה,2,2.0
2024-04-07 03:00:00,אגף שרות ופניות ציבו,0,0.0
2024-04-07 03:00:00,השירות הוטרינרי,0,0.0
2024-04-07 03:00:00,מח' חשבונות ותקציבים,2,2.0
2024-04-07 03:00:00,"תיכון עירוני ""חוגים""",0,0.0
2024-04-07 03:00:00,"בי""ס לתיירות ומלונאות",0,0.0
2024-04-07 03:00:00,הנהלת חברה וקהילה,0,0.0
2024-04-07 03:00:00,המחלקה לשילוט,0,0.0
2024-04-07 03:00:00,"המח"" לשירותי פרט",1,1.0
2024-04-07 03:00:00,"מוסדות-חט""ב ק.חיים)פ",0,0.0
2024-04-07 03:00:00,"סמנכ""ל משאבי אנוש וא",1,1.0
2024-04-07 03:00:00,מח.סליקה והתאמת בנקי,1,0.75
2024-04-07 03:00:00,"מח"" ח. יסודי וח. מיו",0,0.0
2024-04-07 03:00:00,המח' להתחדשות עירונית,0,0.0
2024-04-07 03:00:00,מבקר העירייה,0,0.0
2024-04-07 03:00:00,המחלקה לשימור מבנים,0,0.0
2024-04-07 03:00:00,"בימ""ש לעניינים מקומיים",0,0.0
2024-04-07 03:00:00,עירונית ק. חיים ושמואל,1,1.0
2024-04-07 03:00:00,מערכת איכות סביבה,0,0.0
2024-04-07 03:00:00,הנהלת המינהל,0,0.0
2024-04-07 03:00:00,אגף חברה וקהילה,2,2.75
2024-04-07 03:00:00,המחלקה לארגון,0,0.0
2024-04-07 03:00:00,"תיכון עירוני ""יבנה""",0,0.0
2024-04-07 03:00:00,מרכז יודפת,0,0.0
2024-04-07 03:00:00,אגף הרווחה,1,1.0
2024-04-07 03:00:00,חוות קרית ביאליק____,0,0.0
2024-04-07 03:00:00,מרכז קהילתי שפרינצק,1,1.0
2024-04-07 03:00:00,אגף התקציבים,0,0.0
2024-04-07 03:00:00,מזכירות כללית,0,0.0
2024-04-07 03:00:00,מוסדות-מרכז תמיכה יש,0,0.0
2024-04-07 03:00:00,"מח' תקינה ומכרזי כ""א",0,0.0
2024-04-07 03:00:00,טקסים ואירועים רשמיי,1,1.0
2024-04-07 03:00:00,בית מילר,0,0.0
2024-04-07 03:00:00,המחלקה למשק,0,0.0
2024-04-07 03:00:00,מ. תנופה לחינוך במגז,1,1.0
2024-04-07 03:00:00,מרכז בית היינה ובית צ'ארנה,0,0.0
2024-04-07 03:00:00,אגף רישוי וקידום עסקים,0,0.0
2024-04-07 03:00:00,מח' קידום ומעקב,1,1.0
2024-04-07 03:00:00,מוסדות-אילנשיל אופקי,0,0.0
2024-04-07 03:00:00,"בי""ס חויאר",1,1.0
2024-04-07 03:00:00,"בי""ס תיכון אלכרמה",0,0.0
